-0.010907149,-0.092726024,0.396362249,0,8
-0.070905623,-0.290904097,0.409088273,0,8
-0.039996948,-0.302421607,0.505452049,17,8
-0.029089799,-0.080604257,0.43878233,13,8
0.034540322,-0.119996948,0.456964981,10,8
-0.012726024,-0.200601205,0.409692531,16,10
0.059388113,-0.058179599,0.342418555,18,10
0.056360723,-0.162423133,0.415149157,21,8
0.023633173,-0.058179599,0.398181125,20,8
-0.03878233,-0.075147631,0.401812772,23,6
-0.099995422,-0.076362249,0.378783856,22,8
0.090302892,-0.06181735,0.380602731,22,10
0.099391165,-0.147878233,0.370904097,24,8
0.12727245,-0.152724498,0.292722972,22,8
-0.036359197,-0.076966506,0.502418555,25,10
0.08,-0.044238956,0.462421607,23,10
0.099391165,-0.049085222,0.44727245,22,8
-0.016968032,-0.149691005,0.422418555,24,6
-0.012726024,0.010907149,0.347875181,22,8
0.00302739,-0.123634699,0.505452049,23,10
0.015753414,0.008484016,0.35878233,22,0
0.036359197,-0.056964981,0.452722972,20,10
0.052722972,-0.176357671,0.518178073,19,10
0.025452049,-0.126057832,0.443634699,21,10
0.067267872,-0.089692531,0.362420081,20,8
0.110298314,-0.234543374,0.63150988,21,6
-0.093330282,-0.169088273,0.409088273,22,8
0.074543374,-0.049695583,0.416968032,21,0
0.019391165,-0.161812772,0.467267872,21,0
-0.022418555,-0.050904097,0.422418555,21,8
0.076362249,0.039996948,0.421814298,19,6
-0.059998474,-0.066059358,0.346056306,18,8
0.004846265,-0.114540322,0.38181735,19,10
-0.107875181,-0.087269398,0.411511406,18,10
0.072724498,-0.126057832,0.403631647,20,8
-0.163631647,-0.170907149,0.372722972,18,8
-0.036969558,-0.039996948,0.21029984,20,10
-0.034540322,0.05029984,0.27878233,19,0
0.008484016,-0.139998474,0.369695583,21,0
0.067267872,-0.038178073,0.440601205,21,0
0.052722972,-0.069086748,0.371514458,22,0
0.023028916,-0.144240482,0.284238956,21,10
0.075751888,-0.196969558,0.306059358,21,10
0.066663615,-0.220602731,0.426056306,23,4
-0.136360723,-0.136360723,0.420605783,22,8
0.078181125,-0.089692531,0.402423133,22,8
-0.054541848,-0.100605783,0.427270924,22,10
-0.005450523,-0.032721447,0.418786908,22,10
0.025452049,-0.144240482,0.409088273,21,10
0.025452049,-0.122420081,0.35878233,23,8
0.054541848,-0.034540322,0.419995422,21,6
-0.105452049,-0.103633173,0.378179599,21,6
-0.116969558,-0.060602731,0.442420081,22,8
-0.065448997,-0.043634699,0.409088273,21,10
0.083631647,-0.171511406,0.459998474,20,8
-0.009088273,-0.075147631,0.519996948,21,8
0.029089799,-0.058783856,0.392724498,19,8
-0.033331807,-0.107270924,0.378783856,19,8
0.058179599,-0.093330282,0.371514458,19,8
-0.027875181,-0.050904097,0.427270924,20,10
0.059388113,-0.134541848,0.44727245,19,10
0.0145449,-0.121815824,0.435150683,22,10
0.058179599,-0.131514458,0.435150683,19,10
0.046662089,-0.179995422,0.412726024,22,10
0.036359197,0.012115663,0.349694057,20,10
0.00302739,0.072724498,0.323631647,21,0
-0.020605783,-0.100605783,0.355150683,21,10
0.046662089,-0.214541848,0.321812772,20,8
0.032721447,-0.087269398,0.462421607,20,8
-0.034540322,-0.140602731,0.445453574,18,6
-0.091511406,-0.042420081,0.407873655,20,8
-0.027875181,-0.044238956,0.356359197,19,10
0.003631647,-0.08605478,0.404242008,21,8
0.00302739,-0.036359197,0.456360723,19,8
0.099995422,0.021814298,0.4145449,19,6
-0.022418555,-0.046057832,0.413330282,20,6
0.004846265,-0.049085222,0.338786908,20,8
0.063636225,-0.06181735,0.441815824,21,8
-0.027270924,-0.058179599,0.38181735,21,10
0.05029984,-0.187270924,0.425452049,20,8
-0.058179599,-0.140602731,0.442420081,19,10
-0.005450523,-0.123634699,0.451514458,19,8
-0.047876707,-0.090907149,0.4145449,20,0
0.030908675,-0.081812772,0.367876707,19,6
-0.045453574,-0.062421607,0.396966506,19,6
-0.055146105,-0.149086748,0.411511406,20,8
-0.007269398,-0.123634699,0.401812772,18,10
0.18121004,-0.195150683,0.402423133,19,8
0.034540322,-0.201815824,0.436359197,20,8
0.008484016,-0.123634699,0.458783856,20,10
-0.027875181,-0.023633173,0.310905623,18,10
0.012115663,0.00302739,0.45332723,18,10
-0.021814298,-0.136964981,0.370904097,19,8
0.026666667,-0.096968032,0.343633173,20,6
0.061206989,-0.116969558,0.440601205,19,6
-0.173330282,-6.04E-04,0.421814298,20,8
-0.043634699,-0.021814298,0.362420081,20,10
0.14181735,-0.063636225,0.351512932,19,10
-0.047876707,-0.091511406,0.370904097,18,0
-0.041815824,-0.139998474,0.380602731,15,8
-0.041815824,-0.136360723,0.456360723,20,8
-0.040601205,-0.091511406,0.247269398,18,8
0,-0.114540322,0.40605478,18,8
0.179391165,-0.26423743,0.569692531,19,8
-0.062421607,-0.206057832,0.719993896,21,8
0.039392691,-0.081812772,0.376360723,20,6
-0.103633173,-0.027875181,0.429694057,21,8
-0.054541848,0.046662089,0.355150683,21,10
0.064844739,-0.124238956,0.338176547,20,8
0.016357671,-0.009692531,0.390905623,19,6
-0.093330282,-0.176968032,0.36727245,18,8
0.124843214,0.001208515,0.476362249,17,10
-0.039996948,-0.110908675,0.372722972,17,8
0.006665141,-0.10423743,0.144844739,19,10
-0.015149157,-0.115150683,0.4145449,0,6
-0.033331807,-0.147878233,0.362420081,0,6
-0.058783856,-0.274540322,0.411511406,12,6
-0.027875181,-0.138179599,0.355150683,16,8
0.043634699,-0.036969558,0.291514458,18,8
0.016357671,-0.109089799,0.363634699,20,8
0.03575494,-0.030908675,0.354540322,22,8
-0.058179599,-0.091511406,0.307878233,21,10
0.021814298,-0.205453574,0.323631647,25,8
-0.107875181,-0.118178073,0.460602731,23,6
-0.062421607,-0.109089799,0.475147631,25,8
0.024847791,0.021814298,0.369695583,26,10
0.119392691,0.023028916,0.365453574,22,10
0.099995422,-0.109694057,0.32,23,8
-0.022418555,-0.070905623,0.358178073,25,8
0.110298314,-0.114540322,0.407873655,26,8
0.026666667,-0.055146105,0.361815824,22,8
-0.027875181,-0.16,0.487873655,24,10
0.074543374,-0.100605783,0.379998474,23,0
-0.029089799,-0.089088273,0.356969558,22,10
-0.016357671,-0.056964981,0.427270924,22,10
0.018176547,-0.136964981,0.416357671,22,10
0.023028916,-0.056360723,0.40605478,23,10
0.036359197,-0.060602731,0.44727245,19,10
-0.06181735,-0.072724498,0.463636225,22,10
0.130904097,-0.073328756,0.36727245,20,8
-0.018786908,-0.080604257,0.433331807,21,6
-0.051514458,-0.142421607,0.401812772,20,8
